student_id,age,gender,ethnicity,family_income,parent_education,family_size,single_parent,gpa_previous_year,attendance_rate,disciplinary_incidents,extracurricular_activities,school_type,class_size,teacher_student_ratio,absences_last_semester,late_arrivals,homework_completion_rate,counseling_sessions,tutoring_hours,free_lunch_eligible,dropout_risk
STU_00916,16,Female,Black,28702.0,Some College,4,0,3.23,0.876,0,1,Public,20,0.07,4,5,0.693,3.0,4.0,1,0
STU_00917,17,Male,Black,18832.0,High School,5,1,3.14,0.866,0,1,Charter,28,0.086,5,3,0.664,1.0,3.0,0,0
STU_00918,16,Female,Hispanic,51669.0,Less than High School,6,0,3.93,0.801,2,0,Charter,23,0.073,7,5,0.853,4.0,6.0,0,0
STU_00919,15,Male,Black,74987.0,Bachelor's Degree,2,0,3.47,0.888,1,4,Public,30,0.08,10,8,0.793,1.0,4.0,1,0
STU_00920,16,Female,Hispanic,42981.0,Graduate Degree,5,0,3.13,0.484,0,1,Public,29,0.05,7,6,0.81,0.0,3.0,0,0
STU_00921,18,Male,White,19130.0,Some College,3,0,2.82,0.879,1,2,Public,22,0.047,11,7,0.787,2.0,2.0,0,0
STU_00922,14,Male,Hispanic,52311.0,Bachelor's Degree,4,0,2.43,0.863,0,3,Public,18,0.03,7,7,0.96,3.0,5.0,0,0
STU_00923,16,Female,Hispanic,26327.0,Some College,3,0,3.2,0.875,2,1,Private,28,0.036,10,2,0.939,4.0,2.0,0,0
STU_00924,15,Male,Black,65917.0,High School,2,1,3.06,0.791,0,0,Private,25,0.053,3,3,0.824,2.0,7.0,0,0
STU_00925,18,Male,Other,118968.0,Less than High School,5,0,2.5,0.796,2,3,Public,30,0.03,6,4,0.914,4.0,6.0,1,1
STU_00926,14,Male,White,15000.0,Some College,4,0,2.11,0.908,0,0,Public,25,0.078,12,5,0.885,0.0,2.0,0,0
STU_00927,15,Female,Black,39690.0,Some College,1,1,2.76,0.861,1,1,Private,23,0.061,7,6,0.762,1.0,4.0,0,0
STU_00928,17,Male,White,15000.0,Bachelor's Degree,4,1,3.72,0.902,2,2,Private,20,0.054,6,8,0.832,5.0,2.0,0,0
STU_00929,18,Female,Black,150000.0,Some College,1,0,2.89,0.893,1,1,Private,21,0.057,8,5,0.674,2.0,1.0,0,0
STU_00930,16,Male,White,24972.0,Graduate Degree,2,1,2.82,0.754,1,2,Public,32,0.083,8,5,0.818,4.0,2.0,0,1
STU_00931,15,Male,White,65979.0,Some College,6,1,3.14,0.838,0,2,Public,24,0.04,12,4,0.87,4.0,3.0,1,1
STU_00932,19,Male,White,35304.0,High School,3,0,3.19,0.947,1,4,Public,29,0.036,5,4,0.369,1.0,4.0,1,0
STU_00933,14,Female,Hispanic,19102.0,High School,5,1,3.0,0.853,3,1,Public,20,0.051,4,5,0.636,2.0,1.0,0,0
STU_00934,14,Male,White,17368.0,Some College,5,1,2.77,0.91,0,1,Public,18,0.09,11,5,0.918,1.0,1.0,1,1
STU_00935,17,Male,Asian,129126.0,Bachelor's Degree,2,1,2.39,0.915,2,3,Public,27,0.045,17,2,0.775,,3.0,0,0
STU_00936,15,Female,White,78022.0,Less than High School,3,0,3.6,0.777,4,0,Charter,29,0.066,5,9,0.956,2.0,2.0,0,1
STU_00937,14,Female,Asian,150000.0,Graduate Degree,3,1,2.46,0.866,0,1,Public,38,0.048,7,4,0.795,0.0,2.0,0,0
STU_00938,17,Male,Black,37963.0,Graduate Degree,4,0,4.0,0.753,1,2,Public,17,0.03,9,6,0.866,,1.0,1,0
STU_00939,16,Male,White,45722.0,Some College,2,1,2.92,0.802,0,3,Public,21,0.038,5,3,0.862,5.0,2.0,0,1
STU_00940,15,Female,White,29326.0,High School,8,0,2.84,0.615,3,1,Public,30,0.038,11,3,0.822,4.0,3.0,1,0
STU_00941,14,Male,Black,28864.0,High School,2,0,3.41,0.777,1,0,Charter,20,0.065,11,4,0.875,1.0,3.0,0,1
STU_00942,17,Male,Hispanic,,High School,5,1,2.28,0.626,1,3,Public,27,0.076,7,5,0.779,0.0,3.0,0,1
STU_00943,17,Female,Hispanic,38840.0,Less than High School,4,0,3.26,0.716,1,2,Public,26,0.03,5,2,0.936,4.0,2.0,0,0
STU_00944,16,Female,White,19314.0,,6,0,2.89,0.502,1,0,Public,31,0.058,5,5,0.71,3.0,3.0,0,0
STU_00945,19,Female,Hispanic,51716.0,Less than High School,7,0,3.13,0.695,3,1,Charter,31,0.056,8,6,0.736,0.0,1.0,0,0
STU_00946,14,Male,Other,41606.0,Bachelor's Degree,3,1,2.25,0.903,0,1,Public,27,0.101,4,6,0.68,3.0,2.0,0,0
STU_00947,14,Male,White,45713.0,,2,0,2.25,0.535,0,1,Public,31,0.059,9,2,0.437,3.0,3.0,1,0
STU_00948,15,Female,White,138705.0,High School,8,0,1.33,0.762,0,0,Public,27,0.08,10,2,0.685,3.0,3.0,0,0
STU_00949,16,Male,White,35236.0,Some College,5,0,2.43,0.965,1,0,Public,22,0.03,9,5,0.755,2.0,2.0,0,0
STU_00950,16,Female,Black,66528.0,Graduate Degree,3,0,2.39,0.732,1,0,Public,18,0.052,7,9,0.77,3.0,4.0,0,1
STU_00951,16,Female,Black,150000.0,Some College,1,0,2.27,0.746,3,0,Public,21,0.03,12,2,0.875,1.0,3.0,0,0
STU_00952,17,Male,White,103290.0,Some College,1,0,2.71,0.644,1,1,Public,21,0.05,9,10,0.954,2.0,2.0,1,0
STU_00953,14,Female,White,91358.0,Bachelor's Degree,5,0,2.85,0.873,0,0,Public,38,0.058,12,6,0.682,4.0,0.0,0,0
STU_00954,18,Female,White,28414.0,Bachelor's Degree,3,1,3.2,0.793,3,0,Public,27,0.03,7,7,0.502,6.0,5.0,0,1
STU_00955,16,Female,White,43639.0,Bachelor's Degree,2,1,3.25,0.927,2,0,Public,21,0.077,4,8,0.686,1.0,6.0,1,0
STU_00956,18,Male,White,15000.0,High School,4,0,3.32,0.803,0,2,Public,25,0.071,9,0,0.925,2.0,0.0,1,0
STU_00957,17,Male,Other,54129.0,Bachelor's Degree,2,0,3.35,0.976,1,1,Public,15,0.077,10,6,0.782,1.0,3.0,0,0
STU_00958,17,Female,Hispanic,45232.0,High School,3,0,3.02,0.44,2,0,Public,23,0.064,8,4,0.869,2.0,5.0,0,1
STU_00959,17,Male,White,37001.0,Graduate Degree,6,1,2.84,0.966,4,1,Public,16,0.038,9,4,0.739,2.0,,0,0
STU_00960,17,Female,Asian,82599.0,High School,4,0,3.54,0.925,1,2,Public,24,0.078,8,3,0.688,3.0,2.0,0,0
STU_00961,17,Male,Hispanic,15000.0,Graduate Degree,1,0,3.35,0.857,1,0,Public,17,0.041,7,6,0.719,1.0,,1,0
STU_00962,18,Female,Hispanic,134308.0,Graduate Degree,8,1,1.61,0.838,2,3,Public,22,0.03,9,2,0.919,0.0,0.0,0,0
STU_00963,16,Male,White,74713.0,Less than High School,4,0,2.66,0.828,1,1,Public,21,0.05,9,7,0.873,1.0,6.0,1,0
STU_00964,17,Female,White,34320.0,Graduate Degree,1,1,1.36,0.954,0,1,Public,22,0.055,10,4,0.575,3.0,2.0,1,1
STU_00965,16,Male,Asian,32242.0,Less than High School,2,0,1.34,0.745,1,1,Public,19,0.063,8,6,0.941,1.0,2.0,0,1
STU_00966,18,Male,Hispanic,53343.0,High School,3,0,2.39,0.784,1,0,Public,25,0.041,7,7,0.803,0.0,4.0,0,0
STU_00967,15,Male,White,122600.0,High School,1,0,2.7,0.929,0,1,Public,31,0.091,8,4,0.498,,2.0,0,0
STU_00968,19,Female,Hispanic,39391.0,Graduate Degree,1,0,2.46,0.585,1,2,Charter,34,0.07,14,4,0.744,5.0,5.0,0,1
STU_00969,16,Male,Asian,40751.0,Some College,3,0,1.38,0.829,4,3,Public,16,0.073,7,4,0.869,0.0,5.0,0,0
STU_00970,14,Female,White,36846.0,Some College,4,0,3.42,0.826,3,5,Public,22,0.082,10,5,0.759,1.0,3.0,0,1
STU_00971,16,Female,Hispanic,150000.0,Some College,5,0,2.23,0.763,1,0,Public,30,0.066,13,4,0.885,5.0,1.0,0,0
STU_00972,15,Male,Other,27035.0,Graduate Degree,4,1,3.19,0.914,0,3,Public,22,0.066,12,2,0.919,3.0,2.0,0,0
STU_00973,17,Female,White,35468.0,Bachelor's Degree,8,1,2.26,0.844,2,2,Public,29,0.056,6,5,0.898,5.0,8.0,0,1
STU_00974,15,Male,Black,117096.0,High School,2,0,2.4,0.845,0,0,Public,26,0.057,10,4,0.766,4.0,3.0,0,0
STU_00975,15,Female,Hispanic,40848.0,High School,3,1,3.15,0.88,1,4,Public,26,0.072,9,5,0.831,4.0,3.0,1,0
STU_00976,14,Female,Hispanic,90188.0,Less than High School,1,0,2.52,0.694,2,2,Public,16,0.035,6,5,0.81,2.0,1.0,0,0
STU_00977,15,Male,White,17518.0,Some College,3,0,2.94,0.439,1,1,Public,31,0.04,9,2,0.842,4.0,3.0,0,1
STU_00978,14,Male,White,30815.0,High School,2,0,3.02,0.862,3,2,Public,31,0.102,5,4,0.804,1.0,4.0,1,0
STU_00979,14,Male,Hispanic,119080.0,High School,3,0,1.66,0.893,2,0,Public,23,0.055,6,8,0.808,4.0,3.0,1,0
STU_00980,17,Female,White,21140.0,Bachelor's Degree,4,0,3.18,0.715,1,2,Public,26,0.12,8,2,0.794,4.0,2.0,0,1
STU_00981,17,Male,White,32176.0,High School,4,0,2.05,0.766,4,0,Public,24,0.076,7,3,0.562,0.0,4.0,0,1
STU_00982,17,Female,White,44594.0,Some College,2,0,1.91,0.719,2,2,Private,25,0.071,5,6,0.802,2.0,2.0,1,1
STU_00983,15,Male,White,16460.0,High School,2,0,2.22,0.581,0,0,Private,30,0.044,6,8,0.822,0.0,1.0,0,1
STU_00984,16,Female,Other,26081.0,Less than High School,2,1,3.45,0.709,0,0,Public,21,0.054,9,3,0.848,2.0,0.0,0,0
STU_00985,16,Male,White,39740.0,High School,1,0,1.52,0.587,0,2,Public,28,0.03,5,3,0.669,1.0,2.0,1,0
STU_00986,14,Female,Other,37697.0,High School,7,0,3.32,0.642,1,2,Charter,29,0.062,7,7,0.64,0.0,5.0,0,0
STU_00987,18,Female,White,101142.0,Bachelor's Degree,1,0,3.07,0.907,1,2,Private,30,0.044,7,4,0.82,1.0,4.0,0,0
STU_00988,17,Female,Hispanic,124638.0,High School,3,0,2.86,0.918,0,1,Public,25,0.051,12,7,0.856,2.0,3.0,1,0
STU_00989,16,Male,White,18309.0,High School,6,0,3.0,0.898,0,3,Public,20,0.049,7,3,0.867,2.0,5.0,1,0
STU_00990,16,Male,Black,39696.0,Bachelor's Degree,6,0,2.57,0.788,0,0,Public,24,0.038,8,7,0.832,1.0,6.0,0,0
STU_00991,16,Male,Black,62280.0,Bachelor's Degree,4,0,3.35,0.78,2,4,Public,26,0.03,5,3,0.757,0.0,2.0,1,0
STU_00992,14,Female,White,122159.0,Bachelor's Degree,2,0,2.46,0.95,2,4,Private,30,0.057,6,3,0.547,0.0,2.0,1,0
STU_00993,16,Male,Asian,,Graduate Degree,5,0,1.5,0.734,2,2,Public,28,0.057,6,4,0.774,3.0,5.0,0,1
STU_00994,15,Female,White,45832.0,Bachelor's Degree,5,0,2.74,0.585,0,3,Public,19,0.03,7,1,0.561,0.0,4.0,0,0
STU_00995,14,Male,Hispanic,61897.0,High School,5,1,3.44,0.892,2,0,Private,17,0.048,3,9,0.759,2.0,1.0,1,0
STU_00996,16,Female,Other,62256.0,Bachelor's Degree,5,0,3.19,0.8,2,0,Private,21,0.052,9,4,0.883,2.0,3.0,0,0
STU_00997,19,Female,Asian,17289.0,Some College,5,0,4.0,0.66,2,1,Private,22,0.068,12,5,0.861,2.0,1.0,0,1
STU_00998,17,Female,Other,,High School,4,1,2.6,0.715,0,2,Private,21,0.047,6,6,0.482,4.0,5.0,0,0
STU_00999,15,Male,White,116696.0,High School,1,0,2.67,0.91,1,1,Public,15,0.068,4,6,0.647,2.0,,1,0
STU_01000,17,Male,White,30764.0,High School,5,0,2.61,0.772,1,3,Private,21,0.078,12,5,0.883,,2.0,0,1
STU_01001,18,Male,White,40278.0,Less than High School,5,0,2.18,0.804,1,0,Public,25,0.042,6,4,0.886,4.0,2.0,0,1
STU_01002,17,Male,Hispanic,29911.0,High School,4,1,2.42,0.867,0,0,Private,31,0.037,8,3,0.758,,6.0,0,0
STU_01003,16,Female,Black,15000.0,Less than High School,3,1,1.97,0.892,1,1,Private,32,0.035,6,2,0.919,3.0,1.0,0,0
STU_01004,15,Female,White,36919.0,Bachelor's Degree,2,0,0.96,0.608,0,0,Public,30,0.07,5,4,0.918,,2.0,1,0
STU_01005,17,Female,Hispanic,46232.0,,1,0,2.34,0.581,0,0,Public,26,0.053,6,6,0.878,2.0,4.0,0,1
STU_01006,17,Male,White,,Some College,4,0,2.82,0.704,1,0,Public,34,0.052,7,3,0.516,5.0,6.0,0,1
STU_01007,17,Female,White,15000.0,Bachelor's Degree,2,0,3.3,0.986,2,2,Public,24,0.063,13,2,0.803,0.0,7.0,1,0
STU_01008,17,Female,Hispanic,17953.0,High School,4,0,2.34,0.696,3,0,Public,28,0.03,11,3,0.918,2.0,7.0,1,1
STU_01009,18,Female,Hispanic,66926.0,Graduate Degree,1,1,2.35,0.665,2,0,Public,24,0.07,7,1,0.631,3.0,2.0,0,0
STU_01010,15,Male,Black,150000.0,Some College,2,0,3.62,0.93,1,3,Public,25,0.05,14,6,0.78,2.0,2.0,0,0
STU_01011,18,Male,White,109749.0,Less than High School,3,0,1.74,0.752,0,1,Private,29,0.046,10,4,0.639,4.0,7.0,1,0
STU_01012,16,Male,Black,15000.0,Less than High School,3,0,2.67,0.794,3,2,Public,21,0.055,9,4,0.94,2.0,3.0,0,0
STU_01013,19,Female,White,71948.0,High School,2,0,3.57,0.833,1,0,Public,29,0.067,8,4,0.57,2.0,3.0,0,0
STU_01014,15,Female,White,21364.0,Less than High School,7,0,2.23,0.884,1,1,Public,22,0.051,10,1,0.471,3.0,1.0,0,0
STU_01015,19,Male,Hispanic,22792.0,High School,1,1,1.57,0.701,2,1,Charter,26,0.042,8,7,0.785,2.0,6.0,1,1
STU_01016,16,Male,Asian,25095.0,Less than High School,3,1,4.0,0.71,0,1,Public,27,0.081,6,5,0.659,1.0,2.0,0,1
STU_01017,15,Female,White,63886.0,High School,4,0,3.44,0.907,2,1,Public,28,0.042,8,6,0.898,2.0,0.0,0,0
STU_01018,15,Female,White,78230.0,High School,1,0,3.46,0.927,3,2,Public,24,0.035,8,2,0.955,3.0,3.0,0,0
STU_01019,16,Male,Hispanic,33576.0,Graduate Degree,7,1,2.73,0.714,1,2,Private,18,0.05,10,5,0.628,2.0,,1,0
STU_01020,17,Female,White,34035.0,High School,3,1,3.31,0.725,0,2,Public,31,0.06,2,5,0.658,2.0,,0,0
STU_01021,17,Female,Black,52649.0,High School,2,1,0.81,0.959,1,0,Private,26,0.037,8,3,0.912,,2.0,1,0
STU_01022,15,Female,Black,57205.0,Some College,8,0,2.45,0.9,0,1,Public,19,0.058,13,8,0.757,2.0,3.0,1,0
STU_01023,16,Male,White,93058.0,Bachelor's Degree,3,0,3.56,0.828,1,1,Public,38,0.072,11,3,0.93,1.0,3.0,0,0
STU_01024,19,Female,Hispanic,15000.0,High School,2,0,1.68,0.932,1,4,Charter,30,0.081,8,3,0.732,2.0,5.0,1,1
STU_01025,19,Female,Black,36902.0,Bachelor's Degree,3,0,2.53,0.743,0,3,Public,32,0.03,10,4,0.793,0.0,3.0,0,0
STU_01026,17,Male,White,15453.0,High School,4,0,3.06,0.844,2,1,Charter,24,0.071,6,4,0.592,3.0,5.0,0,0
STU_01027,16,Female,Hispanic,34865.0,High School,4,1,2.17,0.873,1,0,Charter,33,0.052,13,4,0.95,3.0,7.0,0,0
STU_01028,16,Female,White,30305.0,High School,7,1,2.81,0.802,1,1,Public,19,0.063,5,5,0.4,1.0,1.0,0,0
STU_01029,17,Female,Hispanic,34982.0,Some College,5,0,3.11,0.548,0,1,Public,26,0.042,2,5,0.649,1.0,4.0,1,0
STU_01030,14,Male,White,19153.0,High School,1,1,3.04,0.744,2,2,Public,27,0.043,8,3,0.757,4.0,2.0,0,0
STU_01031,16,Female,Black,15000.0,,5,0,2.48,0.987,0,2,Private,20,0.053,4,1,0.55,2.0,2.0,0,0
STU_01032,14,Female,White,15000.0,High School,3,0,2.14,0.741,5,1,Public,23,0.048,6,4,0.47,6.0,6.0,0,0
STU_01033,17,Male,White,32698.0,Bachelor's Degree,4,1,3.12,0.803,2,0,Public,25,0.044,7,2,0.866,3.0,3.0,0,0
STU_01034,17,Female,Black,25724.0,High School,2,0,3.07,0.804,1,1,Private,17,0.039,11,4,0.874,2.0,4.0,0,0
STU_01035,15,Female,White,21147.0,Some College,4,1,3.03,0.949,0,0,Public,27,0.061,3,2,0.7,1.0,3.0,0,1
STU_01036,18,Female,White,104615.0,Some College,5,0,2.89,0.686,2,2,Public,22,0.052,9,3,0.655,2.0,3.0,1,0
STU_01037,14,Male,White,18260.0,Some College,4,1,3.07,0.668,3,2,Public,25,0.03,10,6,0.925,3.0,3.0,0,0
STU_01038,14,Female,White,112811.0,High School,7,0,3.5,0.783,2,1,Public,30,0.041,6,6,0.944,2.0,3.0,0,1
STU_01039,16,Male,Asian,133129.0,Bachelor's Degree,5,0,3.05,0.933,1,3,Public,28,0.076,8,5,0.861,1.0,4.0,0,0
STU_01040,18,Male,Black,15000.0,Bachelor's Degree,2,1,2.88,0.72,1,1,Public,21,0.033,7,4,0.718,3.0,2.0,0,0
STU_01041,19,Female,White,39101.0,High School,3,1,2.38,0.935,1,2,Public,23,0.077,2,9,0.473,2.0,3.0,0,0
STU_01042,15,Male,Black,26377.0,Graduate Degree,4,0,3.91,0.843,5,1,Public,23,0.049,16,4,0.935,2.0,4.0,1,1
STU_01043,18,Female,Hispanic,15000.0,Some College,7,0,1.9,0.906,1,2,Charter,22,0.078,6,6,0.73,3.0,3.0,0,0
STU_01044,16,Male,Asian,15000.0,Some College,5,1,2.64,0.774,1,1,Private,23,0.049,11,7,0.763,4.0,4.0,1,0
STU_01045,16,Male,White,67504.0,,7,1,2.39,0.956,2,2,Public,23,0.079,8,7,0.863,0.0,1.0,1,0
STU_01046,17,Male,Hispanic,150000.0,,4,0,1.34,0.777,3,1,Public,21,0.089,2,3,0.935,5.0,3.0,0,1
STU_01047,17,Female,Hispanic,74768.0,High School,5,0,3.08,0.834,3,1,Public,18,0.065,7,4,0.769,3.0,1.0,0,0
STU_01048,14,Female,Hispanic,47047.0,High School,1,0,2.64,0.99,0,3,Public,26,0.061,8,4,0.686,1.0,2.0,1,0
STU_01049,18,Female,Hispanic,35701.0,High School,4,0,2.83,0.42,0,2,Public,22,0.079,8,7,0.707,1.0,0.0,1,0
STU_01050,18,Male,White,139543.0,Bachelor's Degree,5,0,2.66,0.735,0,2,Public,21,0.059,9,7,0.492,1.0,4.0,0,0
STU_01051,15,Male,Black,150000.0,High School,1,0,3.4,0.759,0,1,Public,21,0.04,10,6,0.84,0.0,1.0,1,0
STU_01052,17,Female,Hispanic,22709.0,Bachelor's Degree,4,1,3.51,0.851,1,1,Public,25,0.037,6,3,0.944,0.0,3.0,1,1
STU_01053,17,Male,Other,15000.0,,1,0,1.92,0.847,2,1,Public,18,0.064,8,4,0.905,3.0,4.0,1,0
STU_01054,16,Male,White,,High School,4,1,4.0,0.696,1,0,Public,34,0.051,7,6,0.763,0.0,4.0,0,0
STU_01055,15,Female,Hispanic,104559.0,Bachelor's Degree,2,1,2.61,0.828,0,1,Public,28,0.066,8,3,0.844,1.0,3.0,1,0
STU_01056,15,Male,Asian,34974.0,Some College,4,1,3.27,0.862,1,2,Public,23,0.063,8,6,0.79,3.0,4.0,1,0
STU_01057,16,Female,Hispanic,42049.0,High School,4,0,2.94,0.801,1,1,Public,18,0.042,9,5,0.707,1.0,6.0,1,0
STU_01058,18,Female,Asian,15000.0,High School,3,0,2.88,0.776,2,1,Charter,29,0.068,6,3,0.742,2.0,,1,1
STU_01059,17,Male,Black,19880.0,High School,3,0,3.25,0.862,1,1,Public,22,0.082,9,6,0.724,2.0,1.0,1,0
STU_01060,15,Male,White,,Some College,5,1,3.85,0.864,1,0,Private,18,0.058,2,6,0.574,3.0,1.0,1,0
STU_01061,17,Male,Hispanic,42885.0,High School,2,0,3.42,0.7,2,2,Public,21,0.048,10,5,0.793,0.0,4.0,1,0
STU_01062,14,Female,White,26400.0,Bachelor's Degree,2,0,2.61,0.87,2,2,Public,21,0.041,9,9,0.732,4.0,2.0,0,0
STU_01063,18,Female,Hispanic,15838.0,Some College,2,0,2.73,0.769,1,1,Private,26,0.078,13,2,0.733,1.0,3.0,0,0
STU_01064,14,Male,White,19387.0,Less than High School,2,0,2.35,0.83,2,1,Public,23,0.043,8,5,0.795,0.0,0.0,1,0
STU_01065,15,Male,Black,95479.0,High School,4,1,3.37,0.763,0,3,Public,29,0.092,9,4,0.816,,6.0,0,0
STU_01066,14,Female,Hispanic,44171.0,High School,7,0,3.27,0.979,1,2,Public,23,0.06,13,3,0.807,0.0,1.0,0,0
STU_01067,14,Female,White,59262.0,High School,3,0,2.53,0.873,1,0,Public,26,0.071,9,2,0.617,0.0,5.0,1,0
STU_01068,18,Male,White,,Some College,4,0,3.86,0.821,3,1,Charter,19,0.052,5,6,0.983,3.0,1.0,0,1
STU_01069,15,Male,Other,15000.0,Some College,2,1,3.66,0.76,3,3,Private,24,0.079,12,5,0.937,3.0,1.0,1,0
STU_01070,17,Male,White,23897.0,Bachelor's Degree,5,0,4.0,0.538,1,1,Charter,23,0.043,7,5,0.655,1.0,4.0,1,1
STU_01071,16,Female,White,18156.0,High School,4,1,2.17,0.837,3,2,Public,25,0.083,9,5,0.785,3.0,3.0,0,0
STU_01072,17,Female,White,48012.0,Graduate Degree,2,0,2.72,0.625,1,3,Public,23,0.043,3,8,0.742,1.0,3.0,0,0
STU_01073,16,Male,Other,150000.0,High School,2,0,2.64,0.718,1,1,Public,21,0.049,10,4,0.785,3.0,1.0,0,0
STU_01074,14,Female,Other,63331.0,High School,4,0,4.0,0.811,3,2,Public,22,0.053,5,7,0.716,1.0,3.0,0,0
STU_01075,17,Male,Hispanic,150000.0,,1,0,2.81,0.554,1,1,Public,19,0.104,6,3,0.681,1.0,3.0,1,0
STU_01076,15,Male,Asian,,Bachelor's Degree,3,0,3.81,0.918,1,4,Private,26,0.05,11,5,0.731,,4.0,0,0
STU_01077,14,Male,White,21941.0,High School,6,0,3.63,0.57,3,0,Public,23,0.057,4,11,0.816,,2.0,1,0
STU_01078,15,Female,Other,47970.0,Bachelor's Degree,2,0,2.73,0.93,0,0,Public,15,0.086,10,6,0.947,3.0,5.0,0,0
STU_01079,18,Female,White,150000.0,Bachelor's Degree,4,0,2.84,0.66,0,1,Private,26,0.082,9,5,0.645,1.0,3.0,1,1
STU_01080,17,Female,White,150000.0,,1,0,3.22,0.812,2,1,Public,20,0.083,9,6,0.583,2.0,1.0,0,0
STU_01081,15,Male,White,22919.0,Less than High School,1,0,3.81,0.72,0,3,Public,21,0.034,9,5,0.746,1.0,4.0,1,0
STU_01082,15,Male,Hispanic,44469.0,,3,0,2.66,0.906,3,2,Charter,40,0.053,6,3,0.674,4.0,3.0,1,0
STU_01083,16,Male,Black,15000.0,Bachelor's Degree,4,0,2.39,0.709,1,1,Public,28,0.077,8,7,0.646,3.0,1.0,0,1
STU_01084,19,Female,White,70244.0,Some College,4,0,3.55,0.809,1,1,Public,22,0.075,4,3,0.867,1.0,1.0,0,0
STU_01085,17,Male,Other,125830.0,Bachelor's Degree,3,0,1.88,0.797,1,1,Public,25,0.07,7,6,0.924,3.0,0.0,0,0
STU_01086,17,Female,White,37490.0,Graduate Degree,4,0,3.0,0.669,1,1,Public,23,0.037,6,4,0.384,2.0,4.0,0,0
STU_01087,18,Male,White,21292.0,High School,3,0,3.65,0.729,3,0,Public,40,0.056,7,7,0.68,2.0,5.0,0,1
STU_01088,16,Male,Hispanic,,Less than High School,4,0,3.14,0.854,0,4,Public,27,0.034,9,5,0.867,0.0,2.0,0,0
STU_01089,16,Male,Hispanic,50715.0,Some College,4,0,2.35,0.818,1,0,Public,28,0.062,13,7,0.567,1.0,0.0,0,0
STU_01090,16,Male,Black,38751.0,Less than High School,4,1,2.0,0.779,0,3,Public,17,0.059,11,6,0.897,3.0,4.0,0,1
STU_01091,16,Male,Hispanic,41897.0,High School,4,1,3.75,0.749,0,3,Public,24,0.056,10,4,0.921,3.0,2.0,1,0
STU_01092,16,Male,Hispanic,31601.0,Some College,3,0,2.66,0.824,2,1,Public,20,0.068,8,1,0.837,0.0,0.0,1,0
STU_01093,17,Female,White,80561.0,High School,2,0,2.08,0.901,0,1,Private,30,0.059,9,6,0.86,2.0,1.0,0,0
STU_01094,16,Female,Hispanic,65446.0,Some College,3,0,3.71,0.653,1,5,Private,32,0.054,4,7,0.947,3.0,0.0,0,0
STU_01095,17,Male,Other,16540.0,Bachelor's Degree,1,0,3.44,0.863,0,1,Public,20,0.054,9,4,0.548,1.0,4.0,0,1
STU_01096,16,Male,White,16180.0,High School,6,0,1.96,0.887,1,0,Public,19,0.069,9,2,0.826,2.0,1.0,0,1
STU_01097,16,Male,Asian,29629.0,Graduate Degree,5,0,4.0,0.843,2,2,Public,20,0.068,9,5,0.874,2.0,1.0,1,0
STU_01098,14,Male,Hispanic,65478.0,Less than High School,4,0,2.37,0.828,1,1,Public,35,0.048,7,1,0.929,1.0,1.0,0,0
STU_01099,17,Male,White,40882.0,Bachelor's Degree,1,0,3.43,0.719,2,0,Public,22,0.035,12,5,0.94,3.0,5.0,0,0
STU_01100,17,Female,Other,21709.0,Bachelor's Degree,4,0,4.0,0.925,0,1,Public,23,0.065,12,7,0.652,1.0,,1,0
STU_01101,17,Male,Hispanic,44766.0,High School,3,1,3.51,0.92,0,2,Public,28,0.074,6,3,0.496,4.0,0.0,0,0
STU_01102,14,Male,White,27871.0,High School,6,0,3.01,0.664,0,0,Public,15,0.067,12,3,0.794,1.0,6.0,0,1
STU_01103,19,Male,White,73452.0,High School,3,0,1.65,0.869,2,0,Private,29,0.068,7,4,0.879,3.0,1.0,1,0
STU_01104,16,Male,White,47403.0,Bachelor's Degree,4,0,4.0,0.736,2,1,Charter,27,0.045,9,4,0.833,2.0,4.0,0,0
STU_01105,18,Female,Black,28220.0,Bachelor's Degree,3,0,3.49,0.897,1,1,Public,19,0.061,6,5,0.685,2.0,2.0,0,0
STU_01106,14,Male,Hispanic,,High School,3,0,1.67,0.832,1,1,Public,22,0.051,5,6,0.703,1.0,2.0,0,1
STU_01107,17,Male,Asian,103989.0,Some College,7,0,4.0,0.741,2,1,Private,21,0.061,10,3,0.77,0.0,2.0,1,0
STU_01108,14,Female,White,23024.0,Less than High School,2,0,2.85,0.511,1,1,Public,28,0.044,9,3,0.908,2.0,5.0,0,0
STU_01109,15,Male,White,50118.0,Some College,5,0,2.58,0.756,0,1,Public,31,0.053,4,6,0.862,0.0,5.0,0,0
STU_01110,19,Female,White,34325.0,Graduate Degree,4,0,2.34,0.881,1,2,Charter,24,0.043,14,11,0.727,3.0,5.0,1,0
STU_01111,16,Female,Hispanic,51102.0,High School,2,1,2.94,0.619,2,2,Public,29,0.057,6,14,0.515,5.0,2.0,0,0
STU_01112,16,Male,Other,21512.0,Graduate Degree,3,0,3.45,0.785,2,1,Public,21,0.051,11,1,0.939,0.0,3.0,0,1
STU_01113,17,Female,Hispanic,39667.0,Bachelor's Degree,3,0,2.4,0.731,1,3,Public,25,0.058,9,2,0.75,,2.0,1,0
STU_01114,17,Male,White,,Graduate Degree,2,1,2.9,0.756,0,3,Private,23,0.042,7,8,0.71,1.0,4.0,1,0
